"","exe_type","problem_size","run_id","metric_type","metric","value","units","resource","nodes","cpus"
"188","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:OpenMP Threads","0",NA,"Ookami",1,48
"189","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:PTRANS Problem Size","10000",NA,"Ookami",1,48
"190","mvapich2/libsci/fftw3/cce","akstd",10,"parameter","Input:STREAM Array Size","2777777","MWord","Ookami",1,48
"191","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","Average Double-Precision General Matrix Multiplication (DGEMM) Floating-Point Performance","19932.9","MFLOP per Second","Ookami",1,48
"192","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","Average STREAM 'Add' Memory Bandwidth","13307.1872","MByte per Second","Ookami",1,48
"193","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","Average STREAM 'Copy' Memory Bandwidth","11667.2512","MByte per Second","Ookami",1,48
"194","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","Average STREAM 'Scale' Memory Bandwidth","12003.9424","MByte per Second","Ookami",1,48
"195","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","Average STREAM 'Triad' Memory Bandwidth","13338.2144","MByte per Second","Ookami",1,48
"196","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","Fast Fourier Transform (FFTW) Floating-Point Performance","7311.45","MFLOP per Second","Ookami",1,48
"197","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","High Performance LINPACK Floating-Point Performance","798268.0","MFLOP per Second","Ookami",1,48
"198","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","High Performance LINPACK Run Time","6.68188","Second","Ookami",1,48
"199","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","MPI Random Access","13.4753","MUpdate per Second","Ookami",1,48
"200","mvapich2/libsci/fftw3/cce","akstd",10,"statistic","Parallel Matrix Transpose (PTRANS)","21464.7808","MByte per Second","Ookami",1,48
"201","mvapich2/libsci/fftw3/cce","akstd",11,"parameter","App:Version","1.5.0f",NA,"Ookami",1,48
